BS,CALI,RHOB,NPHI,PEF,GR,WELL,DEPTH_MD
12.25000095,12.44073296,2.396324635,0.394779921,2.632449865,68.29550934,2,5984.568653
12.25000095,12.43229485,2.397386789,0.363314509,2.533264875,66.85990143,2,5985.06734
12.25000095,12.38129044,2.416636944,0.370484293,2.83219099,64.0565567,2,5989.55553
12.25000095,12.40126228,2.430398226,0.34425506,2.875995159,64.2496109,2,5990.054217
12.25000095,12.44601631,2.394461155,0.376390606,2.702706575,63.78154373,2,5993.046343
12.25000095,12.41779614,2.393625259,0.367366701,2.585617065,64.579216,2,5997.534532
12.25000095,12.34213829,2.382832527,0.355333179,2.693840504,65.97638702,2,6000.027971
12.25000095,12.39784432,2.385731936,0.381084502,2.745492697,64.38611603,2,6001.025346
12.25000095,12.41180611,2.383611679,0.376610667,2.743743658,64.26580811,2,6001.524034
12.25000095,12.43377113,2.394288063,0.341984481,2.686491489,67.20453644,2,6003.020097
12.25000095,12.40163899,2.40010953,0.342634678,2.701784849,66.77366638,2,6003.518785
12.25000095,12.4008112,2.395870924,0.354488939,2.733270168,67.22724915,2,6008.505661
12.25000095,12.41974449,2.38978982,0.359413117,2.732288122,67.16638184,2,6009.004349
12.25000095,12.56373406,2.391521692,0.35799849,2.780740261,62.83130264,2,6011.497788
12.25000095,12.53024101,2.401501179,0.352443665,2.686206579,63.99443436,2,6012.993851
12.25000095,12.50462532,2.390787602,0.341293335,2.594511747,65.79420471,2,6013.991226
12.25000095,12.35417748,2.397785902,0.355056226,2.71263504,64.77523041,2,6017.48204
12.25000095,12.38450623,2.398884058,0.349773914,2.746443987,63.94622803,2,6017.980727
12.25000095,12.41188621,2.381973743,0.350676954,2.806997061,68.89078522,2,6019.47679
12.25000095,12.37900639,2.429763317,0.330663204,2.819298267,63.12812805,2,6021.471541
12.25000095,12.38922119,2.399595022,0.356565058,2.580696821,64.19367218,2,6024.962355
12.25000095,12.33006764,2.488358736,0.354667962,2.834162712,62.48807526,2,6027.455793
12.25000095,12.30870915,2.395824909,0.332034797,2.499569893,64.30271149,2,6031.445295
12.25000095,12.32731628,2.394320726,0.312944382,2.541759968,61.58201218,2,6032.44267
12.25000095,12.36652756,2.4012959,0.312584549,2.577892065,65.89300537,2,6033.440045
12.25000095,12.31508923,2.417850018,0.318640381,2.585102797,61.29942322,2,6035.434796
12.25000095,12.40620041,2.385251999,0.355015367,2.615754604,68.79371643,2,6044.411174
12.25000095,12.38229561,2.399008036,0.34190768,2.50778842,70.44877625,2,6047.4033
12.25000095,12.41736031,2.390743971,0.332876325,2.525505304,66.14455414,2,6048.400676
12.25000095,12.41098976,2.412600756,0.330487341,2.582948685,63.07309723,2,6049.398051
12.25000095,12.39571571,2.394255638,0.318449467,2.615189552,63.59360123,2,6052.390177
12.25000095,12.39561081,2.386736155,0.323709458,2.675790072,65.26548004,2,6053.387553
12.25000095,12.33640194,2.39919138,0.338280469,2.630487204,66.56658936,2,6064.857369
12.25000095,12.36872006,2.396826983,0.323968411,2.636583328,66.08213043,2,6065.854745
12.25000095,12.38290024,2.388940334,0.338069409,2.673711062,61.36148071,2,6069.844246
12.25000095,12.39141178,2.393239021,0.335861623,2.656262875,62.00738144,2,6070.342934
12.25000095,12.3803854,2.387928724,0.333211571,2.684209347,64.82722473,2,6071.838997
12.25000095,12.38554668,2.405594826,0.318796754,2.604461908,67.32720947,2,6075.329811
12.25000095,12.33847141,2.393370628,0.31378907,2.670620441,67.2986145,2,6079.818
12.25000095,12.35969925,2.391638279,0.310464293,2.685602188,65.21807098,2,6080.316687
12.25000095,12.33232784,2.394932032,0.366916388,2.654592753,65.03381348,2,6083.807501
12.25000095,12.36194611,2.389674902,0.359461665,2.664812326,64.07414246,2,6084.306189
12.25000095,12.34276867,2.407964706,0.321345955,2.680063963,63.47609711,2,6087.797003
12.25000095,12.33131886,2.411466599,0.352098942,2.611399412,66.6337204,2,6098.269444
12.25000095,12.26496124,2.421909094,0.3538782,2.678529024,64.23170471,2,6099.266819
12.25000095,12.27597904,2.463409185,0.324691922,2.848971367,65.93229675,2,6100.762882
12.25000095,12.30816937,2.404695749,0.350099504,2.727413416,70.6771698,2,6105.749759
12.25000095,12.32736683,2.42031455,0.320867628,2.556912899,69.10175324,2,6107.245822
12.25000095,12.28989887,2.408079624,0.344714493,2.66245389,68.70537567,2,6108.741885
12.25000095,12.28989887,2.403656721,0.344267905,2.699743748,69.85528565,2,6113.230074
12.25000095,12.34420013,2.403819561,0.360499442,2.605871201,68.44548035,2,6119.713014
12.25000095,12.34420013,2.411416292,0.340627879,2.590556145,69.50447083,2,6120.211702
12.25000095,12.32089996,2.412026405,0.338536859,2.632195234,69.29996491,2,6126.195954
12.25000095,12.32036495,2.434978247,0.320768178,2.683611631,66.65460968,2,6126.694642
12.25000095,12.31615639,2.516434193,0.284930319,2.959923744,61.78982544,2,6127.193329
12.25000095,12.35871792,2.602613449,0.265734494,3.782547712,58.36969757,2,6127.692017
12.25000095,12.34372997,2.664745092,0.292280316,4.432069778,58.71797562,2,6128.190705
12.25000095,12.29035091,2.403228998,0.347113729,2.636515141,65.08372498,2,6134.174957
12.25000095,12.3365469,2.438959122,0.372100771,2.614861012,69.79769898,2,6136.169708
12.25000095,12.28234768,2.421580315,0.314439237,2.665257931,68.72926331,2,6138.164458
12.25000095,12.31336403,2.41911149,0.33180058,2.64815712,67.18278503,2,6138.663146
12.25000095,12.344203,2.421099424,0.330196023,2.599286318,64.42131043,2,6139.660521
12.25000095,12.28979492,2.404162884,0.367039532,2.61086297,61.21344376,2,6142.15396
12.25000095,12.31273842,2.411977291,0.329884917,2.641328335,62.47118759,2,6142.652647
12.25000095,12.29122162,2.402234078,0.347874403,2.579755783,61.69738388,2,6145.146086
12.25000095,12.33604908,2.395152569,0.336883038,2.565962315,62.89858246,2,6148.6369
12.25000095,12.29718304,2.396699905,0.365616888,2.560788155,63.98969269,2,6150.132963
12.25000095,12.20017433,2.391580582,0.376979411,2.652256966,65.86395264,2,6153.623776
12.25000095,12.19680023,2.382508516,0.356134892,2.697900534,64.03348541,2,6154.621152
12.25000095,12.19680023,2.37778306,0.34699291,2.754817247,60.13650894,2,6155.119839
12.25000095,12.12932491,2.430141687,0.323484391,3.652656794,61.22252274,2,6158.111965
12.25000095,12.17456055,2.412991524,0.311921358,2.775999069,62.75192642,2,6163.59753
12.25000095,12.15327549,2.422035217,0.317481995,2.849654198,65.0568161,2,6164.096218
12.25000095,12.15030003,2.438449144,0.338937789,2.900452614,66.23587036,2,6164.594905
12.25000095,12.18009472,2.410701752,0.333941668,2.560889959,64.88652039,2,6169.581782
12.25000095,12.18786049,2.414406538,0.328762174,2.532771587,66.49485779,2,6170.08047
12.25000095,12.22985554,2.393783331,0.336613596,2.757122278,66.01715851,2,6175.067347
12.25000095,12.22934532,2.388226986,0.340494752,2.779692173,68.66472626,2,6175.566034
12.25000095,12.16599846,2.41906476,0.330608279,2.987052679,66.32494354,2,6177.062097
12.25000095,12.19991112,2.551838636,0.331737131,3.425512075,60.4389534,2,6178.059473
12.25000095,12.23975277,2.449023247,0.305271655,2.81391573,60.05340576,2,6179.555536
12.25000095,12.2393465,2.418538809,0.328028083,2.572641134,60.94446182,2,6181.550286
12.25000095,12.21407127,2.396088839,0.342611522,2.73566103,66.10321045,2,6183.046349
12.25000095,12.21229935,2.395683765,0.327020288,2.760472536,67.95298767,2,6183.545037
12.25000095,12.17070103,2.399083376,0.317639709,2.737320662,67.73086548,2,6184.043725
12.25000095,12.17955685,2.423250437,0.365977705,2.716810226,61.4644661,2,6186.537163
12.25000095,12.19079495,2.400777102,0.350516468,2.613199949,69.14276886,2,6189.030602
12.25000095,12.2112751,2.399070263,0.345945954,2.673988819,66.56210327,2,6191.025352
12.25000095,12.22926426,2.398218155,0.34098199,2.660050869,66.83184815,2,6191.52404
12.25000095,12.25808144,2.399955988,0.351653755,2.642795086,66.0732193,2,6192.022728
12.25000095,12.22196579,2.407343864,0.351660788,2.620150566,66.17861176,2,6193.020103
12.25000095,12.23560238,2.426112175,0.32831347,2.614986181,65.73474121,2,6194.017478
12.25000095,12.21321583,2.410053015,0.344224721,2.563149214,68.24727631,2,6196.012229
12.25000095,12.19680023,2.40508318,0.300927907,2.525719404,66.08974457,2,6198.505668
12.25000095,12.238904,2.417168856,0.312560171,2.553797483,64.39820862,2,6200.500418
12.25000095,12.22274494,2.450100184,0.34788692,3.020996332,64.56210327,2,6203.492544
12.25000095,12.21040344,2.413562775,0.342199862,2.564588785,68.12160492,2,6210.97286
12.25000095,12.21229935,2.427416802,0.360257775,2.726522207,70.0218811,2,6215.959736
12.25000095,12.23394203,2.421429634,0.351155132,2.663249493,65.84817505,2,6216.957112
12.25000095,12.2310667,2.403006315,0.346280426,2.656030178,62.09111023,2,6217.954487
12.25000095,12.23321056,2.404275417,0.338820815,2.603595257,64.90665436,2,6222.941364
12.25000095,12.25467587,2.398770332,0.358863026,2.64842248,63.55920029,2,6226.930865
12.25000095,12.25058937,2.401381731,0.374965906,2.653756857,62.87155914,2,6227.928241
12.25000095,12.23931885,2.394332647,0.348586202,2.770517826,61.98300934,2,6230.421679
12.25000095,12.23186684,2.421863079,0.349127382,2.572910309,63.43367386,2,6231.917742
12.25000095,12.24339962,2.399350643,0.369233877,2.637202978,60.45323563,2,6236.405931
12.25000095,12.23358727,2.400390148,0.368939608,2.692036152,62.34088135,2,6237.901994
12.25000095,12.24339962,2.395005226,0.356373131,2.571003676,61.78413391,2,6239.896745
12.25000095,12.24339962,2.395207405,0.355065048,2.606235266,61.64683914,2,6240.395433
12.25000095,12.24339962,2.417642117,0.347805053,2.72305727,61.89401245,2,6241.392808
12.25000095,12.24694347,2.526965141,0.345091134,3.056106329,60.72636414,2,6242.390183
12.25000095,12.26240253,2.555158854,0.334497899,3.190040588,56.40105057,2,6243.387559
12.25000095,12.26883793,2.403599262,0.359200299,2.743904591,58.8288269,2,6248.374436
12.25000095,12.25758171,2.375059366,0.429888994,2.78790617,59.21746063,2,6250.369186
12.25000095,12.26659966,2.380456209,0.422168464,2.751581192,57.29898071,2,6250.867874
12.25000095,12.26982021,2.395572662,0.411873758,2.750743151,56.17991638,2,6251.366562
12.25000095,12.2851963,2.420568705,0.36227414,2.793908358,59.10320664,2,6254.358688
12.25000095,12.27136612,2.396477222,0.343549669,2.896783352,60.73711014,2,6255.854751
12.25000095,12.27242851,2.396262884,0.391358882,2.807218313,56.46974945,2,6258.348189
12.25000095,12.25599575,2.414222479,0.358488619,2.505418301,68.0947876,2,6269.818006
12.25000095,12.26904106,2.413119078,0.35750109,2.509563923,67.70978546,2,6270.316693
12.25000095,12.27679157,2.411912441,0.379461914,2.548294544,68.51805878,2,6270.815381
12.25000095,12.26772499,2.39878583,0.410725504,2.753609657,62.19000244,2,6275.30357
12.25000095,12.26443481,2.402556896,0.345293373,2.861474514,61.83200455,2,6276.300946
12.25000095,12.24157333,2.424199581,0.393596917,2.725461721,73.03340912,2,6285.277324
12.25000095,12.23471737,2.427578688,0.400042325,2.716302156,71.36225891,2,6286.773387
12.25000095,12.24339962,2.409533024,0.375559986,2.856063128,68.50179291,2,6291.760264
12.25000095,12.24033737,2.41563344,0.373784185,2.825473309,67.13361359,2,6292.258951
12.25000095,12.22939873,2.416689873,0.357873499,2.814548731,69.95288849,2,6292.757639
12.25000095,12.26348972,2.411777258,0.386267632,2.808696508,62.49659729,2,6295.749765
12.25000095,12.2575407,2.411476851,0.39749223,2.89032054,65.86039734,2,6296.74714
12.25000095,12.24588776,2.421123028,0.35260272,2.638339043,66.05672455,2,6299.240579
12.25000095,12.27126217,2.419380665,0.385957331,2.655703068,68.15818787,2,6304.227456
12.25000095,12.26659966,2.409399986,0.393103093,2.851270676,66.99397278,2,6305.723519
12.25000095,12.27527332,2.419887543,0.411569625,2.67219758,69.06002045,2,6308.216957
12.25000095,12.27811909,2.430508137,0.374885827,2.750588656,65.4936676,2,6310.211708
12.25000095,12.26811218,2.420351267,0.414536476,2.89772439,64.34998322,2,6311.209083
12.25000095,12.2870388,2.426291227,0.405042231,2.850901604,64.63791657,2,6312.206459
12.25000095,12.24339962,2.416712284,0.369815886,2.904814005,64.25340271,2,6315.697272
12.25000095,12.24339962,2.41420269,0.364773631,2.720725298,63.15548706,2,6317.193335
12.25000095,12.22820664,2.427147865,0.36374414,2.695145607,67.37819672,2,6322.180212
12.25000095,12.23588753,2.428329468,0.361839622,2.667549133,67.35691834,2,6322.6789
12.25000095,12.29805374,2.43632412,0.35160017,2.918882132,65.12746429,2,6324.174963
12.25000095,12.24380398,2.412594557,0.397717416,3.034489155,63.9127388,2,6334.647404
12.25000095,12.27439976,2.43621707,0.363521576,2.89508915,65.76328278,2,6338.138218
12.25000095,12.25889874,2.423186064,0.350445598,2.896194935,63.88689423,2,6340.631656
12.25000095,12.25447846,2.421482563,0.350125551,2.696824074,65.41188049,2,6355.093599
12.25000095,12.25109959,2.40536356,0.338544548,2.721646309,64.63053894,2,6359.0831
12.25000095,12.26416302,2.405964136,0.352752954,2.75319624,63.12772369,2,6359.581788
12.25000095,12.26659966,2.411158323,0.357737154,2.780568838,63.25349426,2,6360.080476
12.25000095,12.2602911,2.414322376,0.339816123,2.804148674,58.90420151,2,6364.069977
12.25000095,12.25253296,2.414283752,0.332884282,2.792489529,62.32739258,2,6364.568665
12.25000095,12.24491406,2.414447784,0.349632263,2.668990374,64.06731415,2,6367.062103
12.25000095,12.24339962,2.423588991,0.349414557,2.754479408,58.83678055,2,6368.558166
12.25000095,12.24339962,2.421275854,0.365842015,2.838231325,60.7094841,2,6369.555542
12.25000095,12.23814678,2.414177418,0.364554912,2.786660671,62.33503723,2,6372.547668
12.25000095,12.24339962,2.494401217,0.361703217,3.035000086,56.75426865,2,6374.542419
12.25000095,12.23173904,2.413277149,0.346253574,2.760786295,61.7265625,2,6377.035857
12.25000095,12.25487614,2.42135334,0.351708472,2.782547474,60.16587067,2,6379.030608
12.25000095,12.25314331,2.424849749,0.356851339,2.761233568,61.86204147,2,6379.529295
12.25000095,12.2623291,2.427498102,0.314084649,2.744554281,60.90523148,2,6382.022734
12.25000095,12.24868488,2.441382408,0.324423283,2.927891254,57.03474045,2,6389.503049
12.25000095,12.27409458,2.550131083,0.316094309,3.46491456,55.72509766,2,6390.999112
12.25000095,12.22594452,2.418440104,0.359864205,2.823857546,74.8070755,2,6401.471553
12.25000095,12.25592041,2.424463034,0.351550102,2.826948881,69.39302063,2,6402.468929
12.25000095,12.24650383,2.441747904,0.350123763,2.756059647,69.54579926,2,6406.45843
12.25000095,12.2479744,2.442228556,0.373605341,2.754860878,71.26820374,2,6406.957118
12.25000095,12.28210068,2.431395292,0.370581806,2.872635365,66.45038605,2,6407.954493
12.25000095,12.31393528,2.428331614,0.344221979,2.978597403,61.64760971,2,6408.453181
12.25000095,12.39408779,2.438959599,0.382225454,3.234391213,63.94382477,2,6411.943995
12.25000095,12.24278355,2.422990799,0.358791709,2.811499357,64.33769989,2,6417.928247
12.25000095,12.23148918,2.420793772,0.360034466,2.835364342,63.40187073,2,6418.426934
12.25000095,12.23300076,2.419215918,0.359170377,2.867100477,63.50579834,2,6418.925622
12.25000095,12.24061871,2.418586254,0.3583363,2.888321638,64.61895752,2,6419.42431
12.25000095,12.23931789,2.428191662,0.359618694,2.858790159,63.82769394,2,6420.421685
12.25000095,12.21610069,2.452194929,0.366307497,2.819309473,69.95093536,2,6422.416436
12.25000095,12.20460033,2.468416214,0.389541477,3.086938381,68.20901489,2,6423.413811
12.25000095,12.22789478,2.425091028,0.384751916,2.790220976,69.58219147,2,6425.408562
12.25000095,12.23560047,2.425118685,0.348363519,2.798094273,68.28003693,2,6427.902
12.25000095,12.2393322,2.442011595,0.332194299,2.782981157,68.48847199,2,6428.899376
12.25000095,12.28989887,2.45195508,0.347643137,2.860251427,67.05365753,2,6436.878379
12.25000095,12.28337574,2.482563019,0.354236782,3.07011056,64.51758575,2,6439.870505
12.25000095,12.28989887,2.442131043,0.350493133,2.719944716,75.70953369,2,6440.86788
12.25000095,12.27125931,2.433102608,0.351932108,2.772907496,69.20649719,2,6443.361318
12.25000095,12.26351833,2.42504406,0.354526162,2.80334425,67.61270905,2,6443.860006
12.25000095,12.28210068,2.432592869,0.362011761,2.821366549,68.30910492,2,6446.353444
12.25000095,12.28031158,2.433742523,0.364634275,2.791317463,66.64686585,2,6447.35082
12.25000095,12.28107166,2.431577921,0.355452269,2.781508446,67.61112976,2,6447.849508
12.25000095,12.27825928,2.425711393,0.338358611,2.797603369,67.78321838,2,6448.348195
12.25000095,12.28601933,2.421237946,0.328585357,2.827340603,66.52690888,2,6448.846883
12.25000095,12.27158642,2.432012558,0.337195307,2.840955973,67.93769074,2,6451.340321
12.25000095,12.26659966,2.491299629,0.359366804,3.048529387,64.63540649,2,6456.327198
12.25000095,12.27173615,2.516437292,0.352304488,3.077238083,66.06902313,2,6456.825886
12.25000095,12.25400162,2.419804573,0.348894507,2.80424881,61.36647034,2,6459.818012
12.25000095,12.24877071,2.428268194,0.357664913,2.773569822,66.81195831,2,6462.31145
12.25000095,12.26811218,2.425288916,0.340606958,2.770225763,64.16405487,2,6463.308826
12.25000095,12.26986694,2.422753096,0.347822487,2.771684885,67.02696991,2,6464.306201
12.25000095,12.25665951,2.434171915,0.36120683,2.77368784,70.30390167,2,6465.303576
12.25000095,12.26442909,2.444869757,0.347735465,2.725703001,68.46217346,2,6466.300952
12.25000095,12.28927994,2.495726109,0.325702548,3.259714603,63.10486603,2,6468.79439
12.25000095,12.26659966,2.479104042,0.322359502,3.13489604,61.59514618,2,6469.293078
12.25000095,12.27067757,2.458301067,0.309836954,2.933260679,64.15184784,2,6469.791765
12.25000095,12.27806091,2.439728499,0.314858973,2.835415125,67.52596283,2,6470.290453
12.25000095,12.27630711,2.423691988,0.35333398,2.723203898,71.59622192,2,6472.783892
12.25000095,12.25292587,2.429086924,0.363603622,2.668682814,70.82361603,2,6475.27733
12.25000095,12.28210068,2.430720806,0.376730144,2.762754917,73.1129837,2,6480.762894
12.25000095,12.24046326,2.442532063,0.345773786,2.76630187,64.12963104,2,6483.75502
12.25000095,12.28345871,2.502995014,0.323851049,3.305425882,58.20106125,2,6486.747147
12.25000095,12.28858185,2.522370815,0.332561463,3.541534424,60.89887238,2,6487.744522
12.25000095,12.25109959,2.43226099,0.343261242,2.990426779,69.15785217,2,6488.741897
12.25000095,12.24339962,2.447897196,0.339687258,2.95176816,67.39051056,2,6496.7209
12.25000095,12.24524117,2.450528383,0.354230702,2.911217928,67.72703552,2,6497.219588
12.25000095,12.28989887,2.442162752,0.35180521,2.887994289,65.9826355,2,6499.713026
12.25000095,12.25889874,2.443032265,0.335379988,2.915031195,67.59619904,2,6501.707777
12.25000095,12.29570389,2.476026774,0.373465598,2.994340897,72.79623413,2,6504.201215
12.25000095,12.27377987,2.461536646,0.352795601,2.857117415,74.01707459,2,6504.699903
12.25000095,12.28944492,2.445705652,0.34256497,2.735711336,68.16259003,2,6508.689404
12.25000095,12.28167057,2.44553566,0.323931664,2.755789042,68.53665161,2,6509.188092
12.25000095,12.22843742,2.42703867,0.327079207,3.014135122,61.94580841,2,6513.177594
12.25000095,12.24339962,2.446853161,0.369232416,2.843847752,61.96442795,2,6517.665783
12.25000095,12.24333668,2.442382336,0.354337454,2.875629187,64.28899384,2,6518.16447
12.25000095,12.28978062,2.42704773,0.327720463,2.97717762,60.38265991,2,6521.655284
