BS,CALI,RHOB,NPHI,PEF,GR,WELL,DEPTH_MD
8.5,8.734701157,2.482464314,0.262033969,3.520617962,70.03336334,1,8393.955649
8.5,8.729399681,2.491739035,0.258874565,3.664202452,69.99287415,1,8394.454337
8.5,8.719773293,2.494723082,0.235296607,3.295480251,74.02664185,1,8395.451712
8.5,8.721863747,2.491508007,0.237600282,3.06314373,74.70558929,1,8395.9504
8.5,8.741770744,2.487650394,0.241559312,2.926885843,73.91772461,1,8396.947775
8.5,8.745429039,2.486583948,0.236704871,2.981159449,72.47894287,1,8397.446463
8.5,8.756302834,2.491979837,0.23122707,3.102010965,68.44174194,1,8398.443838
8.5,8.758045197,2.500303268,0.223047853,3.074468851,67.74263001,1,8398.942526
8.5,8.750555039,2.510519028,0.210320652,3.060830593,67.46764374,1,8399.441214
8.5,8.742940903,2.518631458,0.200712383,3.136004686,66.87488556,1,8399.939901
8.5,8.749597549,2.513113499,0.205887258,3.292091847,67.09996796,1,8400.937277
8.5,8.759156227,2.496993542,0.214709684,3.183433056,67.35271454,1,8401.435964
8.5,8.763549805,2.476881027,0.223344639,2.981813669,67.07635498,1,8401.934652
8.5,8.764492035,2.463050604,0.227939248,2.783424139,67.07738495,1,8402.43334
8.5,8.762651444,2.52585578,0.213015586,2.955410957,67.01516724,1,8403.929403
8.5,8.752197266,2.553251505,0.206954598,3.214781046,68.01322937,1,8404.42809
8.5,8.745883942,2.561452389,0.206488639,3.426690102,69.09005737,1,8404.926778
8.5,8.743236542,2.555428505,0.209986895,3.598006487,68.48203278,1,8405.425466
8.5,8.743729591,2.546092749,0.211947039,3.741655111,65.83233643,1,8405.924154
8.5,8.752838135,2.538404703,0.203031063,3.968883038,58.74831009,1,8406.921529
8.5,8.74952507,2.540115833,0.197410926,4.025482655,56.82775116,1,8407.420217
8.5,8.750696182,2.5429492,0.194050729,4.010384083,56.26900101,1,8407.918904
8.5,8.762395859,2.544148445,0.187022284,3.996931076,55.8492775,1,8408.417592
8.5,8.766669273,2.544100046,0.172881797,4.043290615,54.40230942,1,8408.91628
8.5,8.750427246,2.547674179,0.160566419,4.076993942,52.21115112,1,8409.414967
8.5,8.734273911,2.5714643,0.160264194,3.936889648,50.03083038,1,8410.412343
8.5,8.753399849,2.574450493,0.161050066,3.976979256,50.94828033,1,8411.409718
8.5,8.748916626,2.565123081,0.160698623,3.975278139,51.2641716,1,8411.908406
8.5,8.742871285,2.557077885,0.165310308,3.88703537,52.29189682,1,8412.407093
8.5,8.739663124,2.5537045,0.176593497,3.804362536,55.16019821,1,8412.905781
8.5,8.739192009,2.554525375,0.186929524,3.788774014,58.92760849,1,8413.404469
8.5,8.741743088,2.554677248,0.190300003,3.763333082,61.48320389,1,8413.903156
8.5,8.748896599,2.55001235,0.191802904,3.658612013,62.30070114,1,8414.401844
8.5,8.757857323,2.545573711,0.194748983,3.570599318,61.98191834,1,8414.900532
8.5,8.763222694,2.56545639,0.17981939,3.936524391,55.54170609,1,8415.897907
8.5,8.757474899,2.577092409,0.163624361,4.184886932,51.24998856,1,8416.396595
8.5,8.750120163,2.578274012,0.154869199,4.219189644,48.88343048,1,8416.895282
8.5,8.757669449,2.568150282,0.163759381,3.84755683,47.85403824,1,8417.892658
8.5,8.737104416,2.560526133,0.177619845,3.654892445,50.20373535,1,8418.890033
8.5,8.727243424,2.556787252,0.179308504,3.762429953,51.86391449,1,8419.388721
8.5,8.729738236,2.551350117,0.179609656,3.860309601,53.7743988,1,8419.887409
8.5,8.734055519,2.536535263,0.180114135,3.782496929,54.67726135,1,8420.884784
8.5,8.736615181,2.532710314,0.179534301,3.73001647,53.54707718,1,8421.383472
8.5,8.739174843,2.535978556,0.180455744,3.660174608,52.53079987,1,8421.882159
8.5,8.750463486,2.543384552,0.181886524,3.553007126,52.03626633,1,8422.380847
8.5,8.762107849,2.547972202,0.183776125,3.447583914,52.25028229,1,8422.879535
8.5,8.755680084,2.548131943,0.186929792,3.380541325,52.40801239,1,8423.378222
8.5,8.746617317,2.547660351,0.188205719,3.373044014,51.24289703,1,8423.87691
8.5,8.74433136,2.54920888,0.183199137,3.45442462,49.33181381,1,8424.375598
8.5,8.74425602,2.551487207,0.172561169,3.628408909,48.3767395,1,8424.874285
8.5,8.744935036,2.55052352,0.162998512,3.826851845,48.60358429,1,8425.372973
8.5,8.749666214,2.546095133,0.160134941,3.942754746,49.16318512,1,8425.871661
8.5,8.752541542,2.543626308,0.162810475,3.954151154,49.49300385,1,8426.370348
8.5,8.747396469,2.545516968,0.165509388,3.969811678,49.72222519,1,8426.869036
8.5,8.740491867,2.55056572,0.162509427,4.056719303,50.65351868,1,8427.367724
8.5,8.739999771,2.559015274,0.152274922,4.121934414,52.14941406,1,8427.866411
8.5,8.741700172,2.571076393,0.140647322,4.092980385,52.48577118,1,8428.365099
8.5,8.745399475,2.584091187,0.140003651,4.08805275,49.96522903,1,8429.362474
8.5,8.755187988,2.582837343,0.1458105,4.104557514,49.98954392,1,8429.861162
8.5,8.760920525,2.58273983,0.146820575,4.079862595,50.19125748,1,8430.35985
8.5,8.761537552,2.58244586,0.144206181,4.079286099,49.91742325,1,8430.858538
8.5,8.763267517,2.579300404,0.142344251,4.076779366,49.30885315,1,8431.357225
8.5,8.761799812,2.577563286,0.14054437,3.978281736,48.34207153,1,8431.855913
8.5,8.750889778,2.582519293,0.136732057,3.82961297,47.46789932,1,8432.354601
8.5,8.739751816,2.591643572,0.133258343,3.768436194,47.18367386,1,8432.853288
8.5,8.745897293,2.5980618,0.13706778,3.975124598,46.59098053,1,8433.850664
8.5,8.748990059,2.59479928,0.141080141,4.12777853,46.17538071,1,8434.349351
8.5,8.749638557,2.593714953,0.146058649,4.293070793,46.53994751,1,8434.848039
8.5,8.746531487,2.574041128,0.158904865,4.473847389,51.54774857,1,8436.344102
8.5,8.749037743,2.562133789,0.159789443,4.417361736,51.04495239,1,8436.84279
8.5,8.753417969,2.553310633,0.16427131,4.377975464,51.04422379,1,8437.341477
8.5,8.755200386,2.547963858,0.168333352,4.296152115,51.96351624,1,8437.840165
8.5,8.754627228,2.545707464,0.167021856,4.163853169,52.5799408,1,8438.338853
8.5,8.75306797,2.547461987,0.160601884,4.068130016,51.99629593,1,8438.83754
8.5,8.752840996,2.552698612,0.155241415,4.046429634,50.59826279,1,8439.336228
8.5,8.754059792,2.559623718,0.156397864,4.022073746,49.38737106,1,8439.834916
8.5,8.752303124,2.566110849,0.161701933,3.951781988,48.70674515,1,8440.333603
8.5,8.755936623,2.573447466,0.1580998,4.003110409,46.81450272,1,8441.330979
8.5,8.766418457,2.573480368,0.152318284,4.14307642,45.84399414,1,8441.829666
8.5,8.771666527,2.569406748,0.151509002,4.219094276,45.83146286,1,8442.328354
8.5,8.76928997,2.564128161,0.153033927,4.167266369,46.18891144,1,8442.827042
8.5,8.759893417,2.560540438,0.153863549,4.035876751,46.25473023,1,8443.32573
8.5,8.752760887,2.545662642,0.1677026,3.826422215,49.64726639,1,8444.323105
8.5,8.774178505,2.538448811,0.173138306,3.780219078,52.4201622,1,8444.821793
8.5,8.785885811,2.540091753,0.166000292,3.736709118,53.50682831,1,8445.32048
8.5,8.776420593,2.550078392,0.154351056,3.688361406,53.56575775,1,8445.819168
8.5,8.767813683,2.561805487,0.148931637,3.663888931,53.65458298,1,8446.317856
8.5,8.77641964,2.569776297,0.149942324,3.704858303,53.14886475,1,8446.816543
8.5,8.788097382,2.573155642,0.152591556,3.820465565,51.64451218,1,8447.315231
8.5,8.785596848,2.572791576,0.15380761,3.950788975,50.25521469,1,8447.813919
8.5,8.776613236,2.570894241,0.153508291,4.016808987,50.09905243,1,8448.312606
8.5,8.776207924,2.571444273,0.154028341,3.994626522,51.34819412,1,8448.811294
8.5,8.780173302,2.574285746,0.16052182,3.787394285,53.78900909,1,8449.808669
8.5,8.777500153,2.545027256,0.167083532,3.807723761,55.4346199,1,8450.806045
8.5,8.779355049,2.537620544,0.173416838,3.886282444,60.02467346,1,8451.80342
8.5,8.769219399,2.547461987,0.17905955,3.605762959,61.51649094,1,8452.800795
8.5,8.759058952,2.54505229,0.181268215,3.408729076,63.03299332,1,8453.798171
8.5,8.763422012,2.541334391,0.177785531,3.40085721,64.8792572,1,8454.296858
8.5,8.765980721,2.540344477,0.173756808,3.493867159,67.31863403,1,8454.795546
8.5,8.771336556,2.541969538,0.17356588,3.564431429,68.74948883,1,8455.294234
8.5,8.788513184,2.546439886,0.179773182,3.526407003,68.60396576,1,8455.792922
8.5,8.81320858,2.560778618,0.19444716,3.751904726,65.53315735,1,8456.790297
8.5,8.810954094,2.565098524,0.183586046,4.102020741,60.52623749,1,8457.288985
8.5,8.799113274,2.568508148,0.163403347,4.358537197,54.19400406,1,8457.787672
8.5,8.787944794,2.57477212,0.151575774,4.393122673,49.83450699,1,8458.28636
8.5,8.787250519,2.582226276,0.15507941,4.244738102,47.82666397,1,8458.785048
8.5,8.788778305,2.584878206,0.168323502,4.054105759,47.75872421,1,8459.283735
8.5,8.788778305,2.582198858,0.179683298,3.951709509,50.35755539,1,8459.782423
8.5,8.799781799,2.569573402,0.17930074,3.905858278,57.44201279,1,8460.779798
8.5,8.778942108,2.568246365,0.174335361,3.608960629,60.79006195,1,8461.777174
8.5,8.770809174,2.573230267,0.174218625,3.535741806,60.91879273,1,8462.275861
8.5,8.769001961,2.576093674,0.176058158,3.610473394,60.13245392,1,8462.774549
8.5,8.774036408,2.574697018,0.17916508,3.736346245,60.82254791,1,8463.273237
8.5,8.783481598,2.571154594,0.187778667,3.766334534,63.41049957,1,8463.771924
8.5,8.787734032,2.564381123,0.201097593,3.659837723,66.29577637,1,8464.270612
8.5,8.784153938,2.550655365,0.207269892,3.488930464,68.3234787,1,8464.7693
8.5,8.783800125,2.53488946,0.203759521,3.343489409,69.50177765,1,8465.267987
8.5,8.805927277,2.533213377,0.209676832,3.265247107,71.24659729,1,8466.265363
8.5,8.808000565,2.54399538,0.223886088,3.477488995,68.85025024,1,8467.262738
8.5,8.796552658,2.53980875,0.219704256,3.701482534,67.14984131,1,8467.761426
8.5,8.783452034,2.53762269,0.209290505,3.876701593,65.4553833,1,8468.260114
8.5,8.778093338,2.54019618,0.200928971,3.92953229,62.94255447,1,8468.758801
8.5,8.781377792,2.541868687,0.19542025,3.892210007,60.49246979,1,8469.257489
8.5,8.778925896,2.540519238,0.192007318,3.828658104,59.3364296,1,8469.756177
8.5,8.765071869,2.541133165,0.191447556,3.81871891,58.92483521,1,8470.254864
8.5,8.756915093,2.54323101,0.192330912,3.912759066,58.48602295,1,8470.753552
8.5,8.765088081,2.542094469,0.190973342,4.004047871,58.12281799,1,8471.25224
8.5,8.777173996,2.540227175,0.187908709,3.968522072,58.76908112,1,8471.750927
8.5,8.790121079,2.539412737,0.186389968,3.840292931,61.77795029,1,8472.748303
8.5,8.791090012,2.541581154,0.189728394,3.777615786,62.36525345,1,8473.24699
8.5,8.772413254,2.554183006,0.205526322,3.649658918,63.56923676,1,8474.244366
8.5,8.777801514,2.553181887,0.202281982,3.654192925,63.71358109,1,8474.743053
8.5,8.781559944,2.547531366,0.198883623,3.646065712,63.9527092,1,8475.241741
8.5,8.777349472,2.541054726,0.207038596,3.634847641,63.70337677,1,8475.740429
8.5,8.774682999,2.534823179,0.218231708,3.62434864,63.60167694,1,8476.239116
8.5,8.771531105,2.530653,0.217165351,3.578475475,65.2543869,1,8476.737804
8.5,8.763046265,2.530492306,0.210146308,3.512229919,68.22585297,1,8477.236492
8.5,8.761306763,2.530474424,0.20904094,3.47087884,71.06558228,1,8477.735179
8.5,8.76938057,2.527056217,0.214524776,3.464093447,73.13790131,1,8478.233867
8.5,8.772965431,2.524791241,0.218772829,3.472610474,74.11678314,1,8478.732555
8.5,8.772102356,2.526772022,0.2192,3.477565289,73.58635712,1,8479.231242
8.5,8.780736923,2.527939558,0.219381407,3.47213459,72.00936127,1,8479.72993
8.5,8.799988747,2.51837635,0.218586892,3.556696892,70.14539337,1,8480.727306
8.5,8.801292419,2.512475967,0.214649409,3.657337427,69.41933441,1,8481.225993
8.5,8.800583839,2.508712769,0.208966628,3.693828821,67.11946106,1,8481.724681
8.5,8.768195152,2.523131132,0.185753122,3.55819726,62.83954239,1,8482.722056
8.5,8.75799942,2.532878637,0.181480929,3.604747534,61.50068665,1,8483.220744
8.5,8.783521652,2.531119824,0.184805512,3.686377525,58.41224289,1,8484.218119
8.5,8.791345596,2.526757002,0.181344912,3.621986866,56.99752045,1,8484.716807
8.5,8.791075707,2.528013945,0.177655026,3.59439826,55.50026321,1,8485.215495
8.5,8.775509834,2.546690941,0.17752108,3.617348909,53.11696243,1,8486.21287
8.5,8.768830299,2.557697296,0.177431822,3.59121871,52.43343735,1,8486.711558
8.5,8.77542305,2.572792292,0.163563237,3.568568468,54.46320725,1,8488.207621
8.5,8.774737358,2.574914455,0.160437003,3.548989773,54.2053566,1,8488.706308
8.5,8.775623322,2.577955008,0.160926357,3.560295343,53.76490021,1,8489.204996
8.5,8.780970573,2.576734543,0.162182406,3.704841852,53.69554138,1,8489.703684
8.5,8.774296761,2.558664322,0.163342193,3.996771812,54.96304703,1,8490.701059
8.5,8.771170616,2.554939747,0.16887334,3.960973978,55.16799164,1,8491.199747
8.5,8.774269104,2.555655241,0.175623804,3.885958672,55.06515884,1,8491.698434
8.5,8.773329735,2.558910132,0.176800013,3.846326113,54.87515259,1,8492.197122
8.5,8.767321587,2.563131094,0.166778982,3.914165735,55.0916214,1,8493.194498
8.5,8.782081604,2.565093517,0.157699168,3.941963673,54.28471756,1,8493.693185
8.5,8.795619965,2.567974091,0.147480816,3.892399311,52.29982376,1,8494.191873
8.5,8.79242897,2.57064271,0.141399995,3.821703434,50.96473694,1,8494.690561
8.5,8.790046692,2.569900513,0.14825657,4.010476589,52.68126297,1,8495.687936
8.5,8.793494225,2.561026096,0.159951717,4.070949078,54.30566025,1,8496.186624
8.5,8.780430794,2.552576304,0.17174004,4.025528431,55.8791275,1,8496.685311
8.5,8.763513565,2.552154779,0.176668003,4.108372688,57.42966843,1,8497.682687
8.5,8.761781693,2.555732727,0.171683267,4.048336983,57.52636337,1,8498.181374
8.5,8.763866425,2.563578844,0.169116363,3.861274004,57.66343308,1,8498.680062
8.5,8.771995544,2.582482576,0.169389546,3.97047329,55.79642487,1,8499.677437
8.5,8.768920898,2.581859827,0.169155434,4.208778858,54.85682678,1,8500.176125
8.5,8.763442993,2.577533007,0.17080304,4.24377203,55.18499374,1,8500.674813
8.5,8.758346558,2.571930885,0.170838296,4.094619751,56.9017067,1,8501.1735
8.5,8.75647831,2.562369585,0.168704838,3.960840941,59.41207123,1,8501.672188
8.5,8.755674362,2.553049564,0.16896154,3.921678782,60.84420013,1,8502.170876
8.5,8.764900208,2.553842068,0.17475754,3.973452807,58.87491989,1,8503.168251
8.5,8.764763832,2.556240797,0.178027213,3.943973541,57.91620636,1,8503.666939
8.5,8.750891686,2.55710721,0.176505446,3.721286774,59.36289978,1,8505.163002
8.5,8.749583244,2.543582916,0.177303881,3.680459738,59.50538635,1,8505.66169
8.5,8.74390316,2.537804842,0.178599343,3.513099909,58.52952194,1,8506.160377
8.5,8.747993469,2.544290066,0.177701384,3.34175086,58.28008652,1,8506.659065
8.5,8.760054588,2.552170038,0.178098485,3.260725021,59.94934464,1,8507.157753
8.5,8.765558243,2.555276394,0.182664856,3.237580299,62.3879776,1,8507.65644
8.5,8.765172005,2.552926779,0.19057323,3.385564566,63.87839508,1,8508.653816
8.5,8.77407074,2.550140381,0.192275494,3.533064365,63.02417374,1,8509.152503
8.5,8.776166916,2.549411774,0.194168314,3.60558629,62.958107,1,8509.651191
8.5,8.772870064,2.552926064,0.192632794,3.60131979,63.69299698,1,8510.149879
8.5,8.7765131,2.55876565,0.188593447,3.609303951,63.62689972,1,8510.648566
8.5,8.784505844,2.560446501,0.19002901,3.693413496,60.87957382,1,8511.645942
8.5,8.777039528,2.556233645,0.193006665,3.657787323,61.90182495,1,8512.144629
8.5,8.771097183,2.55271697,0.192810029,3.599419832,63.02174377,1,8512.643317
8.5,8.772442818,2.552310705,0.190678477,3.590368271,62.62091827,1,8513.142005
8.5,8.773653984,2.555378676,0.190503806,3.646296978,61.49909592,1,8513.640692
8.5,8.768237114,2.559908152,0.189445898,3.74267602,59.66659164,1,8514.13938
8.5,8.759491921,2.561342716,0.183759898,3.882368565,57.46610642,1,8514.638068
8.5,8.750326157,2.557585239,0.178350046,4.044570923,55.50048828,1,8515.136755
8.5,8.742003441,2.554165125,0.17676799,4.154724121,53.44327164,1,8515.635443
8.5,8.744067192,2.557132483,0.176510155,4.142950535,52.34626007,1,8516.134131
8.5,8.766606331,2.5598526,0.177256331,4.057527542,53.32188797,1,8516.632818
8.5,8.792325974,2.5580194,0.179940581,4.006146908,55.23781967,1,8517.131506
8.5,8.801609039,2.55818224,0.183016509,4.032052517,57.58375931,1,8517.630194
8.5,8.797501564,2.561015606,0.190333009,4.088058949,61.10403061,1,8518.128882
8.5,8.797854424,2.559517384,0.205382884,4.095250607,64.56008148,1,8518.627569
8.5,8.80274868,2.552220345,0.220106855,4.015927792,66.10594177,1,8519.126257
8.5,8.802635193,2.546490908,0.224169597,3.888848066,66.16364288,1,8519.624945
8.5,8.802599907,2.549069405,0.222729728,3.790006638,65.90571594,1,8520.123632
8.5,8.814059258,2.558726788,0.220751613,3.787149906,65.86446381,1,8520.62232
8.5,8.826522827,2.565307379,0.217742384,3.859358311,66.05296326,1,8521.121008
8.5,8.784507752,2.562708616,0.198396653,3.891819716,69.70488739,1,8522.617071
8.5,8.779792786,2.559966087,0.197699994,3.821157217,69.82032776,1,8523.115758
8.5,8.795679092,2.553882837,0.204698727,3.755289555,70.39666748,1,8523.614446
8.5,8.806522369,2.5465765,0.202021316,3.658423901,70.56671906,1,8524.611821
8.5,8.784263611,2.551904202,0.196626216,3.615319252,67.17053223,1,8525.110509
8.5,8.777229309,2.557171106,0.195022047,3.693333864,62.16230011,1,8525.609197
8.5,8.797186852,2.549616098,0.19419378,4.028369427,56.82977295,1,8526.606572
8.5,8.799257278,2.547842741,0.202666968,4.116648197,57.79074478,1,8527.10526
8.5,8.801529884,2.549386501,0.214085728,4.088151455,60.01398087,1,8527.603947
8.5,8.799940109,2.549954176,0.216196865,3.924895048,63.31303406,1,8528.102635
8.5,8.796520233,2.549381733,0.208174959,3.759570122,65.92895508,1,8528.601323
